iata,icao,name,city,country,timezone,utc_offset_hours,dst,openflights_id
TLD,FBTL,Limpopo Valley Airport,Tuli Lodge,Botswana,Africa/Gaborone,2,U,5610
TLE,FMST,Toliara Airport,Toliara,Madagascar,Indian/Antananarivo,3,U,943
TLH,KTLH,Tallahassee Regional Airport,Tallahassee,United States,America/New_York,-5,A,3698
TLJ,PATL,Tatalina LRRS Airport,Tatalina,United States,America/Anchorage,-9,A,3423
TLL,EETN,Lennart Meri Tallinn Airport,Tallinn-ulemiste International,Estonia,Europe/Tallinn,2,E,415
TLM,DAON,Zenata – Messali El Hadj Airport,Tlemcen,Algeria,Africa/Algiers,1,N,230
TLN,LFTH,Toulon-Hyères Airport,Hyeres,France,Europe/Paris,1,E,1438
TLQ,ZWTP,Turpan Jiaohe Airport,Turpan,China,Asia/Shanghai,8,U,8926
TLS,LFBO,Toulouse-Blagnac Airport,Toulouse,France,Europe/Paris,1,E,1273
TLU,SKTL,Golfo de Morrosquillo Airport,Tolu,Colombia,America/Bogota,-5,U,7363
TLV,LLBG,Ben Gurion International Airport,Tel-aviv,Israel,Asia/Jerusalem,2,E,1590
TMA,KTMA,Henry Tift Myers Airport,Tifton,United States,America/New_York,-5,A,8005
TMB,KTMB,Kendall-Tamiami Executive Airport,Kendall-tamiami,United States,America/New_York,-5,A,3869
TMC,WADT,Tambolaka Airport,Waikabubak-Sumba Island,Indonesia,Asia/Makassar,8,N,6204
TME,SKTM,Gustavo Vargas Airport,Tame,Colombia,America/Bogota,-5,U,2751
TMG,WBKM,Tomanggong Airport,Tomanggong,Malaysia,Asia/Kuala_Lumpur,8,N,6221
TMI,VNTR,Tumling Tar Airport,Tumling Tar,Nepal,Asia/Katmandu,5.75,N,4183
TMJ,UTST,Termez Airport,Termez,Uzbekistan,Asia/Samarkand,5,U,6154
TML,DGLE,Tamale Airport,Tamale,Ghana,Africa/Accra,0,N,249
TMM,FMMT,Toamasina Airport,Toamasina,Madagascar,Indian/Antananarivo,3,U,921
TMN,NGTM,Tamana Island Airport,Tamana,Kiribati,Pacific/Tarawa,12,U,7594
TMO,SVTM,Tumeremo Airport,Tumeremo,Venezuela,America/Caracas,-4,U,2867
TMP,EFTP,Tampere-Pirkkala Airport,Tampere,Finland,Europe/Helsinki,2,E,458
TMR,DAAT,Aguenar – Hadj Bey Akhamok Airport,Tamanrasset,Algeria,Africa/Algiers,1,N,216
TMS,FPST,São Tomé International Airport,Sao Tome,Sao Tome and Principe,Africa/Sao_Tome,0,N,973
TMT,SBTB,Trombetas Airport,Oriximina,Brazil,America/Belem,-3,S,2622
TMU,MRTR,Tambor Airport,Nicoya,Costa Rica,America/Costa_Rica,-6,U,6732
TMW,YSTW,Tamworth Airport,Tamworth,Australia,Australia/Sydney,10,O,3362
TMX,DAUT,Timimoun Airport,Timimoun,Algeria,Africa/Algiers,1,N,242
TNA,ZSJN,Yaoqiang Airport,Jinan,China,Asia/Shanghai,8,U,4108
TNC,PATC,Tin City Long Range Radar Station Airport,Tin City,United States,America/Anchorage,-9,A,7194
TND,MUTD,Alberto Delgado Airport,Trinidad,Cuba,America/Havana,-5,U,5853
TNE,RJFG,New Tanegashima Airport,Tanegashima,Japan,Asia/Tokyo,9,U,2306
TNF,LFPN,Toussus-le-Noble Airport,Toussous-le-noble,France,Europe/Paris,1,E,1385
TNG,GMTT,Ibn Batouta Airport,Tanger,Morocco,Africa/Casablanca,0,N,1080
TNH,ZYTN,Tonghua Sanyuanpu Airport,Tonghua,China,Asia/Shanghai,8,N,9854
TNI,VIST,Satna Airport,Satna,India,Asia/Calcutta,5.5,N,3113
TNJ,WIDN,Raja Haji Fisabilillah International Airport,Tanjung Pinang,Indonesia,Asia/Jakarta,7,N,3906
TNM,SCRM,Teniente Rodolfo Marsh Martin Base,Isla Rey Jorge,Antarctica,Antarctica/South_Pole,12,U,2661
TNN,RCNN,Tainan Airport,Tainan,Taiwan,Asia/Taipei,8,U,2270
TNR,FMMI,Ivato Airport,Antananarivo,Madagascar,Indian/Antananarivo,3,U,918
TNT,KTNT,Dade Collier Training and Transition Airport,Miami,United States,America/New_York,-5,A,3721
TNX,VDST,Stung Treng Airport,Stung Treng,Cambodia,Asia/Phnom_Penh,7,U,3036
TOA,KTOA,Zamperini Field,Torrance,United States,America/Los_Angeles,-8,A,7053
TOB,HLGN,Gamal Abdel Nasser Airport,Tobruk,Libya,Africa/Tripoli,2,N,5697
TOC,KTOC,Toccoa Airport - R.G. Letourneau Field,Toccoa,United States,America/New_York,-5,A,8322
TOD,WMBT,Pulau Tioman Airport,Tioman,Malaysia,Asia/Kuala_Lumpur,8,N,3407
TOE,DTTZ,Tozeur Nefta International Airport,Tozeur,Tunisia,Africa/Tunis,1,E,296
TOF,UNTT,Bogashevo Airport,Tomsk,Russia,Asia/Krasnoyarsk,7,N,4297
TOG,PATG,Togiak Airport,Togiak Village,United States,America/Anchorage,-9,A,6767
TOH,NVSD,Torres Airstrip,Loh/Linua,Vanuatu,Pacific/Efate,11,U,5895
TOJ,LETO,Torrejón Airport,Madrid,Spain,Europe/Madrid,1,E,1245
TOL,KTOL,Toledo Express Airport,Toledo,United States,America/New_York,-5,A,4040
TOM,GATB,Timbuktu Airport,Tombouctou,Mali,Africa/Bamako,0,N,1048
TOO,MRSV,San Vito De Java Airport,San Vito De Jaba,Costa Rica,America/Costa_Rica,-6,U,1891
TOP,KTOP,Philip Billard Municipal Airport,Topeka,United States,America/Chicago,-6,A,7925
TOS,ENTC,"Tromsø Airport,",Tromso,Norway,Europe/Oslo,1,E,663
TOT,SMCO,Totness Airport,Totness,Suriname,America/Paramaribo,-3,U,7340
TOU,NWWU,Touho Airport,Touho,New Caledonia,Pacific/Noumea,11,U,2003
TOW,SBTD,Toledo Airport,Toledo,Brazil,America/Sao_Paulo,-3,S,6041
TOY,RJNT,Toyama Airport,Toyama,Japan,Asia/Tokyo,9,U,2324
TPA,KTPA,Tampa International Airport,Tampa,United States,America/New_York,-5,A,3646
TPC,SETR,Tarapoa Airport,Tarapoa,Ecuador,America/Guayaquil,-5,U,2696
TPE,RCTP,Taiwan Taoyuan International Airport,Taipei,Taiwan,Asia/Taipei,8,U,2276
TPJ,VNTJ,Taplejung Airport,Taplejung,Nepal,Asia/Katmandu,5.75,N,4182
TPL,KTPL,Draughon Miller Central Texas Regional Airport,Temple,United States,America/Chicago,-6,A,4230
TPN,SETI,Tiputini Airport,Tiputini,Ecuador,America/Guayaquil,-5,S,8761
TPP,SPST,Cadete FAP Guillermo Del Castillo Paredes Airport,Tarapoto,Peru,America/Lima,-5,U,2806
TPQ,MMEP,Amado Nervo National Airport,Tepic,Mexico,America/Mazatlan,-7,S,1802
TPS,LICT,Vincenzo Florio Airport Trapani-Birgi,Trapani,Italy,Europe/Rome,1,E,1515
TQD,ORAT,Al Taqaddum Air Base,Al Taqaddum,Iraq,Asia/Baghdad,3,U,4138
TQQ,WA44,Maranggo Airport,Sulawesi Tenggara,Indonesia,Asia/Makassar,8,N,9103
TRA,RORT,Tarama Airport,Tarama,Japan,Asia/Tokyo,9,U,2393
TRC,MMTC,Francisco Sarabia International Airport,Torreon,Mexico,America/Mexico_City,-6,S,1845
TRD,ENVA,Trondheim Airport Værnes,Trondheim,Norway,Europe/Oslo,1,E,665
TRE,EGPU,Tiree Airport,Tiree,United Kingdom,Europe/London,0,E,542
TRF,ENTO,"Sandefjord Airport, Torp",Sandefjord,Norway,Europe/Oslo,1,E,664
TRG,NZTG,Tauranga Airport,Tauranga,New Zealand,Pacific/Auckland,12,Z,2034
TRI,KTRI,Tri-Cities Regional TN/VA Airport,BRISTOL,United States,America/New_York,-5,A,4116
TRK,WALR,Juwata Airport,Taraken,Indonesia,Asia/Makassar,8,N,3920
TRM,KTRM,Jacqueline Cochran Regional Airport,Palm Springs,United States,America/Los_Angeles,-8,A,7646
TRN,LIMF,Turin Airport,Torino,Italy,Europe/Rome,1,E,1526
TRO,YTRE,Taree Airport,Taree,Australia,Australia/Sydney,10,U,6794
TRQ,SBTK,Tarauacá Airport,Tarauaca,Brazil,America/Rio_Branco,-5,S,2625
TRR,VCCT,China Bay Airport,Trinciomalee,Sri Lanka,Asia/Colombo,5.5,U,3030
TRS,LIPQ,Trieste–Friuli Venezia Giulia Airport,Ronchi De Legionari,Italy,Europe/Rome,1,E,1545
TRU,SPRU,Capitan FAP Carlos Martinez De Pinillos International Airport,Trujillo,Peru,America/Lima,-5,U,2804
TRV,VOTV,Trivandrum International Airport,Trivandrum,India,Asia/Calcutta,5.5,N,3153
TRW,NGTA,Bonriki International Airport,Tarawa,Kiribati,Pacific/Tarawa,12,U,1965
TRZ,VOTR,Tiruchirapally Civil Airport Airport,Tiruchirappalli,India,Asia/Calcutta,5.5,N,3152
TSA,RCSS,Taipei Songshan Airport,Taipei,Taiwan,Asia/Taipei,8,U,2275
TSB,FYTM,Tsumeb Airport,Tsumeb,Namibia,Africa/Windhoek,1,U,8148
TSE,UACC,Astana International Airport,Tselinograd,Kazakhstan,Asia/Qyzylorda,6,U,2910
TSF,LIPH,Treviso-Sant'Angelo Airport,Treviso,Italy,Europe/Rome,1,E,1539
TSH,FZUK,Tshikapa Airport,Tshikapa,Congo (Kinshasa),Africa/Lubumbashi,2,N,5652
TSJ,RJDT,Tsushima Airport,Tsushima,Japan,Asia/Tokyo,9,U,2297
TSL,MMTN,Tamuin Airport,Tamuin,Mexico,America/Mexico_City,-6,S,1849
TSN,ZBTJ,Tianjin Binhai International Airport,Tianjin,China,Asia/Shanghai,8,U,3368
TSR,LRTR,Timişoara Traian Vuia Airport,Timisoara,Romania,Europe/Bucharest,2,E,1663
TST,VTST,Trang Airport,Trang,Thailand,Asia/Bangkok,7,U,3182
TSU,NGTS,Tabiteuea South Airport,Tabiteuea,Kiribati,Pacific/Tarawa,12,U,7601
TSV,YBTL,Townsville Airport,Townsville,Australia,Australia/Brisbane,10,N,3330
TSX,WALT,Tanjung Santan Airport,Tanjung Santan,Indonesia,Asia/Makassar,8,N,3922
TSY,WICM,Cibeureum Airport,Tasikmalaya,Indonesia,Asia/Jakarta,7,N,3892
TTA,GMAT,Tan Tan Airport,Tan Tan,Morocco,Africa/Casablanca,0,N,1065
TTB,LIET,Tortolì Airport,Tortoli,Italy,Europe/Rome,1,E,1521
TTD,KTTD,Portland Troutdale Airport,Troutdale,United States,America/Los_Angeles,-8,A,8121
TTE,WAMT,Sultan Khairun Babullah Airport,Ternate,Indonesia,Asia/Jayapura,9,N,3253
TTG,SAST,General Enrique Mosconi Airport,Tartagal,Argentina,America/Argentina/Salta,-3,N,6027
TTH,OOTH,Thumrait Air Base,Thumrait,Oman,Asia/Muscat,4,U,2196
TTI,NTTE,Tetiaroa Airport,Tetiaroa,French Polynesia,Pacific/Tahiti,-10,N,9175
TTJ,RJOR,Tottori Airport,Tottori,Japan,Asia/Tokyo,9,U,2335
TTN,KTTN,Trenton Mercer Airport,Trenton,United States,America/New_York,-5,A,3447
TTQ,MRAO,Aerotortuguero Airport,Roxana,Costa Rica,America/Costa_Rica,-6,U,5842
TTR,WAWT,Pongtiku Airport,Makale,Indonesia,Asia/Makassar,8,N,3889
TTT,RCFN,Taitung Airport,Fengnin,Taiwan,Asia/Taipei,8,U,2262
TTU,GMTN,Saniat R'mel Airport,Tetouan,Morocco,Africa/Casablanca,0,N,1079
TUA,SETU,Teniente Coronel Luis a Mantilla Airport,Tulcan,Ecuador,America/Guayaquil,-5,U,2697
TUB,NTAT,Tubuai Airport,Tubuai,French Polynesia,Pacific/Tahiti,-10,U,1972
TUC,SANT,Teniente Benjamin Matienzo Airport,Tucuman,Argentina,America/Argentina/Tucuman,-3,N,2460
TUD,GOTT,Tambacounda Airport,Tambacounda,Senegal,Africa/Dakar,0,N,1088
TUF,LFOT,Tours-Val-de-Loire Airport,Tours,France,Europe/Paris,1,E,1376
TUG,RPUT,Tuguegarao Airport,Tuguegarao,Philippines,Asia/Manila,8,N,6021
TUI,OETR,Turaif Domestic Airport,Turaif,Saudi Arabia,Asia/Riyadh,3,U,2093
TUK,OPTU,Turbat International Airport,Turbat,Pakistan,Asia/Karachi,5,N,5951
TUL,KTUL,Tulsa International Airport,Tulsa,United States,America/Chicago,-6,A,3855
TUN,DTTA,Tunis Carthage International Airport,Tunis,Tunisia,Africa/Tunis,1,E,287
TUO,NZAP,Taupo Airport,Taupo,New Zealand,Pacific/Auckland,12,Z,2007
TUP,KTUP,Tupelo Regional Airport,Tupelo,United States,America/Chicago,-6,A,5773
TUR,SBTU,Tucuruí Airport,Tucurui,Brazil,America/Belem,-3,S,2629
TUS,KTUS,Tucson International Airport,Tucson,United States,America/Phoenix,-7,N,3636
TUU,OETB,Tabuk Airport,Tabuk,Saudi Arabia,Asia/Riyadh,3,U,2089
TUV,SVTC,Tucupita Airport,Tucupita,Venezuela,America/Caracas,-4,U,2866
TVA,FMMR,Morafenobe Airport,Morafenobe,Madagascar,Indian/Antananarivo,3,U,5619
TVC,KTVC,Cherry Capital Airport,Traverse City,United States,America/New_York,-5,A,4023
TVF,KTVF,Thief River Falls Regional Airport,Thief River Falls,United States,America/Chicago,-6,A,7018
TVI,KTVI,Thomasville Regional Airport,Thomasville,United States,America/New_York,-5,A,7998
TVL,KTVL,Lake Tahoe Airport,South Lake Tahoe,United States,America/Los_Angeles,-8,A,4262
TVU,NFNM,Matei Airport,Matei,Fiji,Pacific/Fiji,12,U,5875
TVY,VYDW,Dawei Airport,Dawei,Burma,Asia/Rangoon,6.5,U,6197
TWB,YTWB,Toowoomba Airport,Toowoomba,Australia,Australia/Brisbane,10,N,7128
TWF,KTWF,Joslin Field Magic Valley Regional Airport,Twin Falls,United States,America/Denver,-7,A,4263
TWT,RPMN,Sanga Sanga Airport,Sanga Sanga,Philippines,Asia/Manila,8,N,6014
TWU,WBKW,Tawau Airport,Tawau,Malaysia,Asia/Kuala_Lumpur,8,N,3271
TWZ,NZUK,Pukaki Airport,Pukaki,New Zealand,Pacific/Auckland,12,Z,2036
TXG,RCLG,Taichung Airport,Taichung,Taiwan,Asia/Taipei,8,N,8055
TXK,KTXK,Texarkana Regional Webb Field,Texarkana,United States,America/Chicago,-6,A,3770
TXL,EDDT,Berlin-Tegel Airport,Berlin,Germany,Europe/Berlin,1,E,351
TXN,ZSTX,Tunxi International Airport,Huangshan,China,Asia/Shanghai,8,U,6387
TYF,ESST,Torsby Airport,Torsby,Sweden,Europe/Stockholm,1,E,5596
TYL,SPYL,Capitan Montes Airport,Talara,Peru,America/Lima,-5,U,2810
TYM,MYES,Staniel Cay Airport,Staniel Cay,Bahamas,America/Nassau,-5,U,1947
TYN,ZBYN,Taiyuan Wusu Airport,Taiyuan,China,Asia/Shanghai,8,U,3369
TYR,KTYR,Tyler Pounds Regional Airport,Tyler,United States,America/Chicago,-6,A,3848
TYS,KTYS,McGhee Tyson Airport,Knoxville,United States,America/New_York,-5,A,3676
TZL,LQTZ,Tuzla International Airport,Null,Bosnia and Herzegovina,Europe/Sarajevo,1,E,6947
TZR,LHTA,Taszár Air Base,Columbus,United States,Europe/Budapest,1,A,9403
TZX,LTCG,Trabzon International Airport,Trabzon,Turkey,Europe/Istanbul,3,E,1726
UAB,LTAG,İncirlik Air Base,Adana,Turkey,Europe/Istanbul,3,E,1686
UAH,NTMU,Ua Huka Airport,Ua Huka,French Polynesia,Pacific/Marquesas,-9.5,U,5892
UAI,WPDB,Suai Airport,Suai,East Timor,Asia/Dili,9,U,3309
UAK,BGBW,Narsarsuaq Airport,Narssarssuaq,Greenland,America/Godthab,-3,E,7
UAM,PGUA,Andersen Air Force Base,Andersen,Guam,Pacific/Guam,10,U,2245
UAP,NTMP,Ua Pou Airport,Ua Pou,French Polynesia,Pacific/Marquesas,-9.5,U,5891
UAQ,SANU,Domingo Faustino Sarmiento Airport,San Juan,Argentina,America/Argentina/San_Juan,-3,N,2461
UAR,GMFB,Bouarfa Airport,Bouarfa,Morocco,Africa/Casablanca,0,N,9215
UAS,HKSB,Buffalo Spring,Samburu South,Kenya,Africa/Nairobi,3,U,6773
UBA,SBUR,Mário de Almeida Franco Airport,Uberaba,Brazil,America/Sao_Paulo,-3,S,2635
UBB,YMAA,Mabuiag Island Airport,Mabuiag Island,Australia,Australia/Brisbane,10,O,6292
UBJ,RJDC,Yamaguchi Ube Airport,Yamaguchi,Japan,Asia/Tokyo,9,U,2296
UBP,VTUU,Ubon Ratchathani Airport,Ubon Ratchathani,Thailand,Asia/Bangkok,7,U,3937
UCK,UKLC,Lutsk Airport,Lutsk,Ukraine,Europe/Kiev,2,U,6905
UCT,UUYH,Ukhta Airport,Ukhta,Russia,Europe/Moscow,3,N,4368
UDD,KUDD,Bermuda Dunes Airport,Palm Springs,United States,America/Los_Angeles,-8,A,7648
UDI,SBUL,Ten. Cel. Aviador César Bombonato Airport,Uberlandia,Brazil,America/Sao_Paulo,-3,S,2633
UDJ,UKLU,Uzhhorod International Airport,Uzhgorod,Ukraine,Europe/Kiev,2,E,6109
UDR,VAUD,Maharana Pratap Airport,Udaipur,India,Asia/Calcutta,5.5,N,3023
UEL,FQQL,Quelimane Airport,Quelimane,Mozambique,Africa/Maputo,2,U,986
UEO,ROKJ,Kumejima Airport,Kumejima,Japan,Asia/Tokyo,9,U,2388
UET,OPQT,Quetta International Airport,Quetta,Pakistan,Asia/Karachi,5,N,2221
UFA,UWUU,Ufa International Airport,Ufa,Russia,Asia/Yekaterinburg,5,N,2992
UGA,ZMBN,Bulgan Airport,Bulgan,Mongolia,Asia/Ulaanbaatar,8,U,7557
UGC,UTNU,Urgench Airport,Urgench,Uzbekistan,Asia/Samarkand,5,U,6152
UGN,KUGN,Waukegan National Airport,Chicago,United States,America/Chicago,-6,A,3818
UGO,FNUG,Uige Airport,Uige,Angola,Africa/Luanda,1,N,961
UHE,LKKU,Kunovice Airport,Kunovice,Czech Republic,Europe/Prague,1,E,1578
UIB,SKUI,El Caraño Airport,Quibdo,Colombia,America/Bogota,-5,U,2753
UIH,VVPC,Phu Cat Airport,Phucat,Vietnam,Asia/Saigon,7,U,6193
UII,MHUT,Utila Airport,Utila,Honduras,America/Tegucigalpa,-6,U,4125
UIK,UIBS,Ust-Ilimsk Airport,Ust Ilimsk,Russia,Asia/Irkutsk,8,N,4333
UIN,KUIN,Quincy Regional Baldwin Field,Quincy,United States,America/Chicago,-6,A,5774
UIO,SEQM,Mariscal Sucre International Airport,Quito,Ecuador,America/Guayaquil,-5,U,2688
UIP,LFRQ,Quimper-Cornouaille Airport,Quimper,France,Europe/Paris,1,E,1417
UJE,UJAP,Ujae Atoll Airport,Ujae Atoll,Marshall Islands,Pacific/Majuro,12,U,6100
UKA,HKUK,Ukunda Airstrip,Ukunda,Kenya,Africa/Nairobi,3,U,7976
UKB,RJBE,Kobe Airport,Kobe,Japan,Asia/Tokyo,9,U,3943
UKK,UASK,Ust-Kamennogorsk Airport,Ust Kamenogorsk,Kazakhstan,Asia/Qyzylorda,6,U,6086
UKS,UKFB,Belbek Airport,Sevastopol,Ukraine,Europe/Simferopol,3,U,7863
UKX,UITT,Ust-Kut Airport,Ust-Kut,Russia,Asia/Irkutsk,8,N,6924
ULA,SAWJ,Capitan D Daniel Vazquez Airport,San Julian,Argentina,America/Argentina/Rio_Gallegos,-3,N,2498
ULB,NVSU,Uléi Airport,Ambryn Island,Vanuatu,Pacific/Efate,11,U,5910
ULD,FAUL,Prince Mangosuthu Buthelezi Airport,Ulundi,South Africa,Africa/Johannesburg,2,U,864
ULG,ZMUL,Ulgii Mongolei Airport,Olgii,Mongolia,Asia/Hovd,7,U,7470
ULH,OEAO,Majeed Bin Abdulaziz Airport,Al-Ula,Saudi Arabia,Asia/Riyadh,3,N,8381
ULK,UERL,Lensk Airport,Lensk,Russia,Asia/Yakutsk,9,N,9026
ULN,ZMUB,Chinggis Khaan International Airport,Ulan Bator,Mongolia,Asia/Ulaanbaatar,8,U,3380
ULO,ZMUG,Ulaangom Airport,Ulaangom,Mongolia,Asia/Hovd,7,U,7558
ULP,YQLP,Quilpie Airport,Quilpie,Australia,Australia/Brisbane,10,O,6322
ULQ,SKUL,Heriberto Gíl Martínez Airport,Tulua,Colombia,America/Bogota,-5,U,2754
ULU,HUGU,Gulu Airport,Gulu,Uganda,Africa/Kampala,3,U,5710
ULV,UWLL,Ulyanovsk Baratayevka Airport,Ulyanovsk,Russia,Europe/Samara,4,N,7003
ULY,UWLW,Ulyanovsk East Airport,Ulyanovsk,Russia,Europe/Samara,4,N,6163
ULZ,ZMDN,Donoi Airport,Uliastai,Mongolia,Asia/Ulaanbaatar,8,U,7556
UMD,BGUM,Uummannaq Heliport,Uummannaq,Greenland,America/Godthab,-3,E,8628
UME,ESNU,Umeå Airport,Umea,Sweden,Europe/Stockholm,1,E,728
UMR,YPWR,Woomera Airfield,Woomera,Australia,Australia/Adelaide,9.5,O,3352
UMS,UEMU,Ust-Maya Airport,Ust-Maya,Russia,Asia/Yakutsk,9,N,9376
UMU,SSUM,Umuarama Airport,Umuarama,Brazil,America/Sao_Paulo,-3,S,8253
UNA,SBTC,Hotel Transamérica Airport,Una,Brazil,America/Fortaleza,-3,S,8260
UND,OAUZ,Konduz Airport,Kunduz,Afghanistan,Asia/Kabul,4.5,U,2056
UNG,AYKI,Kiunga Airport,Kiunga,Papua New Guinea,Pacific/Port_Moresby,10,U,5425
UNI,TVSU,Union Island International Airport,Union Island,Saint Vincent and the Grenadines,America/St_Vincent,-4,U,6082
UNK,PAUN,Unalakleet Airport,Unalakleet,United States,America/Anchorage,-9,A,7088
UNN,VTSR,Ranong Airport,Ranong,Thailand,Asia/Bangkok,7,U,3180
UNT,EGPW,Unst Airport,Unst,United Kingdom,Europe/London,0,E,6454
UOS,KUOS,Franklin County Airport,Sewanee,United States,America/Chicago,-6,A,7931
UPB,MUPB,Playa Baracoa Airport,Baracoa Playa,Cuba,America/Havana,-5,U,1915
UPG,WAAA,Hasanuddin International Airport,Ujung Pandang,Indonesia,Asia/Makassar,8,N,3240
UPN,MMPN,Licenciado y General Ignacio Lopez Rayon Airport,Uruapan,Mexico,America/Mexico_City,-6,S,1835
UPP,PHUP,Upolu Airport,Opolu,United States,Pacific/Honolulu,-10,A,3532
URA,UARR,Uralsk Airport,Uralsk,Kazakhstan,Asia/Oral,5,U,2916
URC,ZWWW,Ürümqi Diwopu International Airport,Urumqi,China,Asia/Shanghai,8,U,3399
URD,EDQE,Burg Feuerstein Airport,Burg Feuerstein,Germany,Europe/Berlin,1,E,387
URE,EEKE,Kuressaare Airport,Kuressaare,Estonia,Europe/Tallinn,2,E,413
URG,SBUG,Rubem Berta Airport,Uruguaiana,Brazil,America/Sao_Paulo,-3,S,2632
URJ,USHU,Uray Airport,Uraj,Russia,Asia/Yekaterinburg,5,N,4377
URO,LFOP,Rouen Airport,Rouen,France,Europe/Paris,1,E,1375
URS,UUOK,Kursk East Airport,Kursk,Russia,Europe/Moscow,3,N,6157
URT,VTSB,Surat Thani Airport,Surat Thani,Thailand,Asia/Bangkok,7,U,4000
URY,OEGT,Gurayat Domestic Airport,Guriat,Saudi Arabia,Asia/Riyadh,3,U,2068
USA,KJQF,Concord-Padgett Regional Airport,Concord,United States,America/New_York,-5,A,6482
USH,SAWH,Malvinas Argentinas Airport,Ushuaia,Argentina,America/Argentina/Ushuaia,-3,N,2497
USI,SYMB,Mabaruma Airport,Mabaruma,Guyana,America/Guyana,-4,U,7351
USK,UUYS,Usinsk Airport,Usinsk,Russia,Europe/Moscow,3,N,4369
USM,VTSM,Samui Airport,Ko Samui,Thailand,Asia/Bangkok,7,U,3177
USN,RKPU,Ulsan Airport,Ulsan,South Korea,Asia/Seoul,9,U,2374
USQ,LTBO,Uşak Airport,Usak,Turkey,Europe/Istanbul,3,E,5795
USR,UEMT,Ust-Nera Airport,Ust-Nera,Russia,Asia/Vladivostok,10,N,8866
USS,MUSS,Sancti Spiritus Airport,Sancti Spiritus,Cuba,America/Havana,-5,U,1921
UST,KSGJ,Northeast Florida Regional Airport,St. Augustine Airport,United States,America/New_York,-5,A,6989
USU,RPVV,Francisco B. Reyes Airport,Busuanga,Philippines,Asia/Manila,8,N,4199
UTA,FVMU,Mutare Airport,Mutare,Zimbabwe,Africa/Harare,2,U,1008
UTC,EHSB,Soesterberg Air Base,Soesterberg,Netherlands,Europe/Amsterdam,1,E,592
UTH,VTUD,Udon Thani Airport,Udon Thani,Thailand,Asia/Bangkok,7,U,3183
UTI,EFUT,Utti Air Base,Utti,Finland,Europe/Helsinki,2,E,461
UTK,03N,Utirik Airport,Utirik Island,Marshall Islands,Pacific/Majuro,12,U,5814
UTM,KUTA,Tunica Municipal Airport,Tunica,United States,America/Chicago,-6,A,7827
UTN,FAUP,Pierre Van Ryneveld Airport,Upington,South Africa,Africa/Johannesburg,2,U,865
UTO,PAIM,Indian Mountain LRRS Airport,Indian Mountains,United States,America/Anchorage,-9,A,3419
UTP,VTBU,U-Tapao International Airport,Pattaya,Thailand,Asia/Bangkok,7,U,3161
UTS,UUYX,Ust-Tsylma Airport,Ust-Tsylma,Russia,Europe/Moscow,3,N,8723
UTT,FAUT,K. D. Matanzima Airport,Umtata,South Africa,Africa/Johannesburg,2,U,866
UTW,FAQT,Queenstown Airport,Queenstown,South Africa,Africa/Johannesburg,2,U,848
UUA,UWKB,Bugulma Airport,Bugulma,Russia,Europe/Moscow,3,N,6160
UUD,UIUU,Ulan-Ude Airport (Mukhino),Ulan-ude,Russia,Asia/Irkutsk,8,N,2938
UUK,PAKU,Ugnu-Kuparuk Airport,Kuparuk,United States,America/Anchorage,-9,A,7089
UUS,UHSS,Yuzhno-Sakhalinsk Airport,Yuzhno-sakhalinsk,Russia,Asia/Srednekolymsk,11,N,2933
UVA,KUVA,Garner Field,Uvalde,United States,America/Chicago,-6,A,7885
UVE,NWWV,Ouvéa Airport,Ouvea,New Caledonia,Pacific/Noumea,11,U,2004
UVF,TLPL,Hewanorra International Airport,Hewandorra,Saint Lucia,America/St_Lucia,-4,U,2894
UYL,HSNN,Nyala Airport,Nyala,Sudan,Africa/Khartoum,3,U,5701
UYN,ZLYL,Yulin Yuyang Airport,Yulin,China,Asia/Shanghai,8,U,6368
UYU,SLUY,Uyuni Airport,Uyuni,Bolivia,America/La_Paz,-4,U,7313
UZU,SATU,Curuzu Cuatia Airport,Curuzu Cuatia,Argentina,America/Cordoba,-3,N,2485
VAA,EFVA,Vaasa Airport,Vaasa,Finland,Europe/Helsinki,2,E,462
VAD,KVAD,Moody Air Force Base,Valdosta,United States,America/New_York,-5,A,3575
VAF,LFLU,Valence-Chabeuil Airport,Valence,France,Europe/Paris,1,E,1342
VAG,SBVG,Major Brigadeiro Trompowsky Airport,Varginha,Brazil,America/Sao_Paulo,-3,S,2636
VAI,AYVN,Vanimo Airport,Vanimo,Papua New Guinea,Pacific/Port_Moresby,10,U,5436
VAK,PAVA,Chevak Airport,Chevak,United States,America/Anchorage,-9,A,5968
VAL,SNVB,Valença Airport,Valenca,Brazil,America/Fortaleza,-3,S,7671
VAM,VRMV,Villa Airport,Maamigili,Maldives,Indian/Maldives,5,U,8840
VAN,LTCI,Van Ferit Melen Airport,Van,Turkey,Europe/Istanbul,3,E,1728
VAO,AGGV,Suavanao Airport,Suavanao,Solomon Islands,Pacific/Guadalcanal,11,U,5416
VAR,LBWN,Varna Airport,Varna,Bulgaria,Europe/Sofia,2,E,1196
VAS,LTAR,Sivas Nuri Demirağ Airport,Sivas,Turkey,Europe/Istanbul,3,E,1694
VAV,NFTV,Vava'u International Airport,Vava'u,Tonga,Pacific/Tongatapu,13,U,1964
VAW,ENSS,"Vardø Airport, Svartnes",Vardø,Norway,Europe/Oslo,1,E,5589
VBA,VYAN,Ann Airport,Ann,Burma,Asia/Rangoon,6.5,U,3207
